maxtempC,mintempC,uvIndex,DewPointC,cloudcover,humidity,precipMM,visibility,windspeedKmph,location,year,month,day,hour,tempC
25.0,20.0,6.0,16.0,31.0,78.0,0.0,10.0,8.0,42.0,2018.0,10.0,8,6.0,20.0
25.0,20.0,6.0,16.0,27.0,75.0,0.0,10.0,8.0,42.0,2018.0,10.0,8,7.0,20.0
25.0,20.0,6.0,16.0,24.0,73.0,0.0,10.0,7.0,42.0,2018.0,10.0,8,8.0,21.0
25.0,20.0,6.0,16.0,20.0,70.0,0.0,10.0,7.0,42.0,2018.0,10.0,8,9.0,21.0
25.0,20.0,6.0,16.0,14.0,68.0,0.0,10.0,10.0,42.0,2018.0,10.0,8,10.0,22.0
25.0,20.0,6.0,16.0,8.0,65.0,0.0,10.0,12.0,42.0,2018.0,10.0,8,11.0,23.0
25.0,20.0,6.0,16.0,2.0,63.0,0.0,10.0,15.0,42.0,2018.0,10.0,8,12.0,24.0
25.0,20.0,6.0,16.0,2.0,62.0,0.0,10.0,14.0,42.0,2018.0,10.0,8,13.0,24.0
25.0,20.0,6.0,16.0,2.0,60.0,0.0,10.0,12.0,42.0,2018.0,10.0,8,14.0,25.0
25.0,20.0,6.0,16.0,2.0,58.0,0.0,10.0,11.0,42.0,2018.0,10.0,8,15.0,25.0
25.0,20.0,6.0,17.0,1.0,62.0,0.0,10.0,11.0,42.0,2018.0,10.0,8,16.0,24.0
25.0,20.0,6.0,17.0,1.0,65.0,0.0,10.0,10.0,42.0,2018.0,10.0,8,17.0,24.0
25.0,20.0,6.0,17.0,0.0,68.0,0.0,10.0,10.0,42.0,2018.0,10.0,8,18.0,24.0
25.0,20.0,6.0,17.0,0.0,69.0,0.0,10.0,8.0,42.0,2018.0,10.0,8,19.0,24.0
25.0,20.0,6.0,18.0,0.0,70.0,0.0,10.0,6.0,42.0,2018.0,10.0,8,20.0,24.0
25.0,20.0,6.0,18.0,0.0,70.0,0.0,10.0,4.0,42.0,2018.0,10.0,8,21.0,24.0
25.0,20.0,6.0,17.0,2.0,72.0,0.0,10.0,4.0,42.0,2018.0,10.0,8,22.0,22.0
25.0,20.0,6.0,17.0,4.0,74.0,0.0,10.0,5.0,42.0,2018.0,10.0,8,23.0,21.0
25.0,19.0,6.0,16.0,6.0,76.0,0.0,10.0,5.0,42.0,2018.0,10.0,9,0.0,20.0
25.0,19.0,6.0,16.0,12.0,76.0,0.0,10.0,6.0,42.0,2018.0,10.0,9,1.0,20.0
25.0,19.0,6.0,15.0,18.0,76.0,0.0,10.0,6.0,42.0,2018.0,10.0,9,2.0,19.0
25.0,19.0,6.0,15.0,23.0,76.0,0.0,10.0,6.0,42.0,2018.0,10.0,9,3.0,19.0
25.0,19.0,6.0,15.0,23.0,75.0,0.0,10.0,7.0,42.0,2018.0,10.0,9,4.0,19.0
25.0,19.0,6.0,14.0,22.0,74.0,0.0,10.0,7.0,42.0,2018.0,10.0,9,5.0,19.0
25.0,19.0,6.0,14.0,21.0,74.0,0.0,10.0,8.0,42.0,2018.0,10.0,9,6.0,19.0
25.0,19.0,6.0,15.0,14.0,70.0,0.0,10.0,7.0,42.0,2018.0,10.0,9,7.0,20.0
25.0,19.0,6.0,15.0,7.0,66.0,0.0,10.0,7.0,42.0,2018.0,10.0,9,8.0,22.0
25.0,19.0,6.0,15.0,0.0,63.0,0.0,10.0,6.0,42.0,2018.0,10.0,9,9.0,23.0
25.0,19.0,6.0,15.0,0.0,61.0,0.0,10.0,8.0,42.0,2018.0,10.0,9,10.0,23.0
25.0,19.0,6.0,15.0,0.0,59.0,0.0,10.0,11.0,42.0,2018.0,10.0,9,11.0,24.0
25.0,19.0,6.0,15.0,0.0,57.0,0.0,10.0,13.0,42.0,2018.0,10.0,9,12.0,24.0
25.0,19.0,6.0,15.0,0.0,57.0,0.0,10.0,13.0,42.0,2018.0,10.0,9,13.0,24.0
25.0,19.0,6.0,16.0,0.0,57.0,0.0,10.0,13.0,42.0,2018.0,10.0,9,14.0,25.0
25.0,19.0,6.0,16.0,0.0,57.0,0.0,10.0,13.0,42.0,2018.0,10.0,9,15.0,25.0
25.0,19.0,6.0,16.0,0.0,61.0,0.0,10.0,12.0,42.0,2018.0,10.0,9,16.0,24.0
25.0,19.0,6.0,17.0,0.0,65.0,0.0,10.0,11.0,42.0,2018.0,10.0,9,17.0,24.0
25.0,19.0,6.0,17.0,0.0,69.0,0.0,10.0,10.0,42.0,2018.0,10.0,9,18.0,23.0
25.0,19.0,6.0,16.0,4.0,70.0,0.0,10.0,9.0,42.0,2018.0,10.0,9,19.0,22.0
25.0,19.0,6.0,15.0,7.0,71.0,0.0,10.0,7.0,42.0,2018.0,10.0,9,20.0,21.0
25.0,19.0,6.0,14.0,11.0,71.0,0.0,10.0,5.0,42.0,2018.0,10.0,9,21.0,20.0
25.0,19.0,6.0,14.0,15.0,73.0,0.0,10.0,6.0,42.0,2018.0,10.0,9,22.0,19.0
25.0,19.0,6.0,14.0,20.0,74.0,0.0,10.0,6.0,42.0,2018.0,10.0,9,23.0,19.0
24.0,18.0,6.0,14.0,25.0,76.0,0.0,10.0,6.0,42.0,2018.0,10.0,10,0.0,18.0
24.0,18.0,6.0,14.0,28.0,75.0,0.0,10.0,6.0,42.0,2018.0,10.0,10,1.0,18.0
24.0,18.0,6.0,14.0,31.0,75.0,0.0,10.0,5.0,42.0,2018.0,10.0,10,2.0,18.0
24.0,18.0,6.0,13.0,35.0,74.0,0.0,10.0,4.0,42.0,2018.0,10.0,10,3.0,18.0
24.0,18.0,6.0,13.0,35.0,73.0,0.0,10.0,4.0,42.0,2018.0,10.0,10,4.0,18.0
24.0,18.0,6.0,13.0,35.0,72.0,0.0,10.0,4.0,42.0,2018.0,10.0,10,5.0,18.0
24.0,18.0,6.0,13.0,35.0,72.0,0.0,10.0,4.0,42.0,2018.0,10.0,10,6.0,18.0
24.0,18.0,6.0,13.0,30.0,68.0,0.0,10.0,5.0,42.0,2018.0,10.0,10,7.0,19.0
24.0,18.0,6.0,13.0,24.0,65.0,0.0,10.0,6.0,42.0,2018.0,10.0,10,8.0,20.0
24.0,18.0,6.0,13.0,19.0,62.0,0.0,10.0,7.0,42.0,2018.0,10.0,10,9.0,20.0
24.0,18.0,6.0,13.0,13.0,60.0,0.0,10.0,9.0,42.0,2018.0,10.0,10,10.0,21.0
24.0,18.0,6.0,13.0,7.0,57.0,0.0,10.0,11.0,42.0,2018.0,10.0,10,11.0,22.0
24.0,18.0,6.0,14.0,1.0,55.0,0.0,10.0,12.0,42.0,2018.0,10.0,10,12.0,24.0
24.0,18.0,6.0,14.0,1.0,55.0,0.0,10.0,13.0,42.0,2018.0,10.0,10,13.0,24.0
24.0,18.0,6.0,14.0,0.0,56.0,0.0,10.0,14.0,42.0,2018.0,10.0,10,14.0,24.0
24.0,18.0,6.0,15.0,0.0,56.0,0.0,10.0,15.0,42.0,2018.0,10.0,10,15.0,24.0
24.0,18.0,6.0,14.0,2.0,59.0,0.0,10.0,13.0,42.0,2018.0,10.0,10,16.0,23.0
24.0,18.0,6.0,14.0,3.0,63.0,0.0,10.0,12.0,42.0,2018.0,10.0,10,17.0,22.0
24.0,18.0,6.0,14.0,5.0,67.0,0.0,10.0,10.0,42.0,2018.0,10.0,10,18.0,21.0
24.0,18.0,6.0,14.0,8.0,67.0,0.0,10.0,8.0,42.0,2018.0,10.0,10,19.0,20.0
24.0,18.0,6.0,14.0,10.0,67.0,0.0,10.0,5.0,42.0,2018.0,10.0,10,20.0,20.0
24.0,18.0,6.0,14.0,13.0,67.0,0.0,10.0,2.0,42.0,2018.0,10.0,10,21.0,20.0
24.0,18.0,6.0,13.0,20.0,68.0,0.0,10.0,3.0,42.0,2018.0,10.0,10,22.0,19.0
24.0,18.0,6.0,13.0,28.0,68.0,0.0,10.0,3.0,42.0,2018.0,10.0,10,23.0,19.0
25.0,19.0,6.0,13.0,36.0,68.0,0.0,10.0,4.0,42.0,2018.0,10.0,11,0.0,19.0
25.0,19.0,6.0,13.0,30.0,67.0,0.0,10.0,4.0,42.0,2018.0,10.0,11,1.0,19.0
25.0,19.0,6.0,13.0,24.0,67.0,0.0,10.0,3.0,42.0,2018.0,10.0,11,2.0,19.0
25.0,19.0,6.0,13.0,19.0,66.0,0.0,10.0,3.0,42.0,2018.0,10.0,11,3.0,19.0
25.0,19.0,6.0,12.0,18.0,64.0,0.0,10.0,3.0,42.0,2018.0,10.0,11,4.0,19.0
25.0,19.0,6.0,12.0,17.0,62.0,0.0,10.0,3.0,42.0,2018.0,10.0,11,5.0,19.0
25.0,19.0,6.0,11.0,17.0,59.0,0.0,10.0,3.0,42.0,2018.0,10.0,11,6.0,19.0
25.0,19.0,6.0,11.0,13.0,57.0,0.0,10.0,4.0,42.0,2018.0,10.0,11,7.0,20.0
25.0,19.0,6.0,11.0,10.0,54.0,0.0,10.0,4.0,42.0,2018.0,10.0,11,8.0,21.0
25.0,19.0,6.0,11.0,6.0,52.0,0.0,10.0,5.0,42.0,2018.0,10.0,11,9.0,21.0
25.0,19.0,6.0,11.0,4.0,49.0,0.0,10.0,7.0,42.0,2018.0,10.0,11,10.0,23.0
25.0,19.0,6.0,12.0,2.0,47.0,0.0,10.0,8.0,42.0,2018.0,10.0,11,11.0,24.0
25.0,19.0,6.0,12.0,0.0,45.0,0.0,10.0,10.0,42.0,2018.0,10.0,11,12.0,25.0
25.0,19.0,6.0,12.0,1.0,46.0,0.0,10.0,11.0,42.0,2018.0,10.0,11,13.0,25.0
25.0,19.0,6.0,13.0,1.0,47.0,0.0,10.0,13.0,42.0,2018.0,10.0,11,14.0,25.0
25.0,19.0,6.0,13.0,2.0,49.0,0.0,10.0,14.0,42.0,2018.0,10.0,11,15.0,25.0
25.0,19.0,6.0,13.0,4.0,52.0,0.0,10.0,13.0,42.0,2018.0,10.0,11,16.0,23.0
25.0,19.0,6.0,13.0,5.0,55.0,0.0,10.0,12.0,42.0,2018.0,10.0,11,17.0,22.0
25.0,19.0,6.0,13.0,7.0,59.0,0.0,10.0,11.0,42.0,2018.0,10.0,11,18.0,21.0
25.0,19.0,6.0,13.0,6.0,59.0,0.0,10.0,11.0,42.0,2018.0,10.0,11,19.0,21.0
25.0,19.0,6.0,13.0,6.0,59.0,0.0,10.0,10.0,42.0,2018.0,10.0,11,20.0,21.0
25.0,19.0,6.0,13.0,5.0,59.0,0.0,10.0,10.0,42.0,2018.0,10.0,11,21.0,21.0
25.0,19.0,6.0,13.0,5.0,59.0,0.0,10.0,9.0,42.0,2018.0,10.0,11,22.0,21.0
25.0,19.0,6.0,13.0,4.0,59.0,0.0,10.0,8.0,42.0,2018.0,10.0,11,23.0,22.0
25.0,19.0,6.0,13.0,4.0,58.0,0.0,10.0,6.0,42.0,2018.0,10.0,12,0.0,22.0
25.0,19.0,6.0,13.0,4.0,59.0,0.0,10.0,6.0,42.0,2018.0,10.0,12,1.0,22.0
25.0,19.0,6.0,13.0,3.0,59.0,0.0,10.0,5.0,42.0,2018.0,10.0,12,2.0,22.0
25.0,19.0,6.0,13.0,3.0,60.0,0.0,10.0,4.0,42.0,2018.0,10.0,12,3.0,21.0
25.0,19.0,6.0,13.0,4.0,59.0,0.0,10.0,5.0,42.0,2018.0,10.0,12,4.0,21.0
25.0,19.0,6.0,13.0,4.0,58.0,0.0,10.0,6.0,42.0,2018.0,10.0,12,5.0,21.0
25.0,19.0,6.0,12.0,5.0,57.0,0.0,10.0,6.0,42.0,2018.0,10.0,12,6.0,21.0
25.0,19.0,6.0,13.0,4.0,55.0,0.0,10.0,7.0,42.0,2018.0,10.0,12,7.0,22.0
25.0,19.0,6.0,13.0,4.0,52.0,0.0,10.0,8.0,42.0,2018.0,10.0,12,8.0,24.0
25.0,19.0,6.0,13.0,3.0,49.0,0.0,10.0,8.0,42.0,2018.0,10.0,12,9.0,25.0
25.0,19.0,6.0,14.0,4.0,50.0,0.0,10.0,12.0,42.0,2018.0,10.0,12,10.0,25.0
25.0,19.0,6.0,14.0,6.0,50.0,0.0,10.0,15.0,42.0,2018.0,10.0,12,11.0,25.0
25.0,19.0,6.0,14.0,7.0,51.0,0.0,10.0,18.0,42.0,2018.0,10.0,12,12.0,25.0
25.0,19.0,6.0,14.0,12.0,53.0,0.0,10.0,18.0,42.0,2018.0,10.0,12,13.0,25.0
25.0,19.0,6.0,14.0,16.0,55.0,0.1,10.0,17.0,42.0,2018.0,10.0,12,14.0,24.0
25.0,19.0,6.0,15.0,20.0,56.0,0.2,10.0,17.0,42.0,2018.0,10.0,12,15.0,24.0
25.0,19.0,6.0,15.0,22.0,62.0,0.1,10.0,15.0,42.0,2018.0,10.0,12,16.0,22.0
25.0,19.0,6.0,15.0,23.0,68.0,0.8,10.0,13.0,42.0,2018.0,10.0,12,17.0,21.0
25.0,19.0,6.0,15.0,25.0,74.0,1.0,10.0,11.0,42.0,2018.0,10.0,12,18.0,20.0
25.0,19.0,6.0,15.0,26.0,74.0,0.5,9.0,8.0,42.0,2018.0,10.0,12,19.0,20.0
25.0,19.0,6.0,15.0,28.0,75.0,1.6,8.0,6.0,42.0,2018.0,10.0,12,20.0,20.0
25.0,19.0,6.0,15.0,29.0,75.0,2.2,7.0,3.0,42.0,2018.0,10.0,12,21.0,19.0
25.0,19.0,6.0,15.0,40.0,76.0,1.1,7.0,5.0,42.0,2018.0,10.0,12,22.0,19.0
25.0,19.0,6.0,15.0,51.0,78.0,1.3,7.0,7.0,42.0,2018.0,10.0,12,23.0,19.0
25.0,19.0,6.0,15.0,31.0,77.0,0.0,10.0,9.0,42.0,2018.0,10.0,14,0.0,19.0
25.0,19.0,6.0,15.0,28.0,77.0,0.0,10.0,8.0,42.0,2018.0,10.0,14,1.0,19.0
25.0,19.0,6.0,15.0,25.0,77.0,0.0,10.0,7.0,42.0,2018.0,10.0,14,2.0,19.0
25.0,19.0,6.0,15.0,23.0,77.0,0.0,10.0,6.0,42.0,2018.0,10.0,14,3.0,19.0
25.0,19.0,6.0,15.0,25.0,77.0,0.0,10.0,7.0,42.0,2018.0,10.0,14,4.0,19.0
25.0,19.0,6.0,15.0,27.0,77.0,0.0,10.0,7.0,42.0,2018.0,10.0,14,5.0,19.0
25.0,19.0,6.0,15.0,29.0,78.0,0.0,10.0,8.0,42.0,2018.0,10.0,14,6.0,19.0
25.0,19.0,6.0,15.0,34.0,75.0,0.0,10.0,7.0,42.0,2018.0,10.0,14,7.0,20.0
25.0,19.0,6.0,15.0,38.0,72.0,0.0,10.0,6.0,42.0,2018.0,10.0,14,8.0,20.0
25.0,19.0,6.0,15.0,43.0,70.0,0.0,10.0,5.0,42.0,2018.0,10.0,14,9.0,21.0
25.0,19.0,6.0,16.0,29.0,67.0,0.0,10.0,6.0,42.0,2018.0,10.0,14,10.0,22.0
25.0,19.0,6.0,16.0,15.0,64.0,0.0,10.0,8.0,42.0,2018.0,10.0,14,11.0,24.0
25.0,19.0,6.0,17.0,2.0,61.0,0.0,10.0,9.0,42.0,2018.0,10.0,14,12.0,25.0
25.0,19.0,6.0,17.0,1.0,62.0,0.0,10.0,10.0,42.0,2018.0,10.0,14,13.0,25.0
25.0,19.0,6.0,17.0,1.0,63.0,0.0,10.0,11.0,42.0,2018.0,10.0,14,14.0,24.0
25.0,19.0,6.0,17.0,0.0,65.0,0.0,10.0,12.0,42.0,2018.0,10.0,14,15.0,24.0
25.0,19.0,6.0,17.0,1.0,68.0,0.0,10.0,11.0,42.0,2018.0,10.0,14,16.0,23.0
25.0,19.0,6.0,17.0,2.0,71.0,0.0,10.0,9.0,42.0,2018.0,10.0,14,17.0,23.0
25.0,19.0,6.0,18.0,3.0,74.0,0.0,10.0,8.0,42.0,2018.0,10.0,14,18.0,22.0
25.0,19.0,6.0,17.0,4.0,74.0,0.0,10.0,7.0,42.0,2018.0,10.0,14,19.0,22.0
25.0,19.0,6.0,17.0,4.0,73.0,0.0,10.0,6.0,42.0,2018.0,10.0,14,20.0,22.0
25.0,19.0,6.0,17.0,5.0,73.0,0.0,10.0,5.0,42.0,2018.0,10.0,14,21.0,22.0
25.0,19.0,6.0,16.0,6.0,70.0,0.0,10.0,4.0,42.0,2018.0,10.0,14,22.0,22.0
25.0,19.0,6.0,15.0,8.0,68.0,0.0,10.0,4.0,42.0,2018.0,10.0,14,23.0,21.0
30.0,23.0,7.0,5.0,0.0,27.0,0.0,10.0,5.0,42.0,2018.0,10.0,16,0.0,25.0
30.0,23.0,7.0,5.0,0.0,28.0,0.0,10.0,6.0,42.0,2018.0,10.0,16,1.0,25.0
30.0,23.0,7.0,5.0,0.0,29.0,0.0,10.0,6.0,42.0,2018.0,10.0,16,2.0,24.0
30.0,23.0,7.0,5.0,0.0,30.0,0.0,10.0,6.0,42.0,2018.0,10.0,16,3.0,24.0
30.0,23.0,7.0,5.0,0.0,30.0,0.0,10.0,6.0,42.0,2018.0,10.0,16,4.0,23.0
30.0,23.0,7.0,5.0,0.0,30.0,0.0,10.0,6.0,42.0,2018.0,10.0,16,5.0,23.0
30.0,23.0,7.0,4.0,0.0,30.0,0.0,10.0,6.0,42.0,2018.0,10.0,16,6.0,23.0
30.0,23.0,7.0,5.0,0.0,28.0,0.0,10.0,4.0,42.0,2018.0,10.0,16,7.0,24.0
30.0,23.0,7.0,5.0,0.0,27.0,0.0,10.0,3.0,42.0,2018.0,10.0,16,8.0,26.0
30.0,23.0,7.0,5.0,0.0,25.0,0.0,10.0,1.0,42.0,2018.0,10.0,16,9.0,27.0
30.0,23.0,7.0,6.0,0.0,25.0,0.0,10.0,3.0,42.0,2018.0,10.0,16,10.0,28.0
30.0,23.0,7.0,7.0,0.0,24.0,0.0,10.0,4.0,42.0,2018.0,10.0,16,11.0,29.0
30.0,23.0,7.0,7.0,0.0,24.0,0.0,10.0,5.0,42.0,2018.0,10.0,16,12.0,30.0
30.0,23.0,7.0,8.0,0.0,26.0,0.0,10.0,9.0,42.0,2018.0,10.0,16,13.0,29.0
30.0,23.0,7.0,9.0,0.0,28.0,0.0,10.0,12.0,42.0,2018.0,10.0,16,14.0,29.0
30.0,23.0,7.0,9.0,0.0,29.0,0.0,10.0,16.0,42.0,2018.0,10.0,16,15.0,29.0
30.0,23.0,7.0,11.0,0.0,35.0,0.0,10.0,14.0,42.0,2018.0,10.0,16,16.0,28.0
30.0,23.0,7.0,12.0,0.0,40.0,0.0,10.0,12.0,42.0,2018.0,10.0,16,17.0,27.0
30.0,23.0,7.0,13.0,0.0,46.0,0.0,10.0,10.0,42.0,2018.0,10.0,16,18.0,26.0
30.0,23.0,7.0,14.0,0.0,47.0,0.0,10.0,9.0,42.0,2018.0,10.0,16,19.0,26.0
30.0,23.0,7.0,14.0,0.0,48.0,0.0,10.0,7.0,42.0,2018.0,10.0,16,20.0,26.0
30.0,23.0,7.0,15.0,0.0,48.0,0.0,10.0,5.0,42.0,2018.0,10.0,16,21.0,27.0
30.0,23.0,7.0,14.0,0.0,48.0,0.0,10.0,3.0,42.0,2018.0,10.0,16,22.0,26.0
30.0,23.0,7.0,14.0,0.0,48.0,0.0,10.0,2.0,42.0,2018.0,10.0,16,23.0,26.0
28.0,24.0,7.0,14.0,0.0,47.0,0.0,10.0,1.0,42.0,2018.0,10.0,17,0.0,26.0
28.0,24.0,7.0,13.0,0.0,46.0,0.0,10.0,2.0,42.0,2018.0,10.0,17,1.0,25.0
28.0,24.0,7.0,12.0,0.0,44.0,0.0,10.0,4.0,42.0,2018.0,10.0,17,2.0,25.0
28.0,24.0,7.0,11.0,0.0,43.0,0.0,10.0,5.0,42.0,2018.0,10.0,17,3.0,25.0
28.0,24.0,7.0,11.0,0.0,43.0,0.0,10.0,5.0,42.0,2018.0,10.0,17,4.0,25.0
28.0,24.0,7.0,11.0,0.0,43.0,0.0,10.0,4.0,42.0,2018.0,10.0,17,5.0,24.0
28.0,24.0,7.0,11.0,0.0,42.0,0.0,10.0,3.0,42.0,2018.0,10.0,17,6.0,24.0
28.0,24.0,7.0,11.0,0.0,40.0,0.0,10.0,4.0,42.0,2018.0,10.0,17,7.0,25.0
28.0,24.0,7.0,11.0,0.0,39.0,0.0,10.0,4.0,42.0,2018.0,10.0,17,8.0,26.0
28.0,24.0,7.0,11.0,0.0,37.0,0.0,10.0,5.0,42.0,2018.0,10.0,17,9.0,27.0
28.0,24.0,7.0,10.0,0.0,34.0,0.0,10.0,7.0,42.0,2018.0,10.0,17,10.0,27.0
28.0,24.0,7.0,9.0,0.0,32.0,0.0,10.0,9.0,42.0,2018.0,10.0,17,11.0,28.0
28.0,24.0,7.0,9.0,0.0,29.0,0.0,10.0,11.0,42.0,2018.0,10.0,17,12.0,28.0
28.0,24.0,7.0,9.0,0.0,31.0,0.0,10.0,11.0,42.0,2018.0,10.0,17,13.0,28.0
28.0,24.0,7.0,10.0,0.0,33.0,0.0,10.0,12.0,42.0,2018.0,10.0,17,14.0,27.0
28.0,24.0,7.0,10.0,0.0,35.0,0.0,10.0,12.0,42.0,2018.0,10.0,17,15.0,27.0
28.0,24.0,7.0,11.0,0.0,39.0,0.0,10.0,11.0,42.0,2018.0,10.0,17,16.0,27.0
28.0,24.0,7.0,13.0,0.0,44.0,0.0,10.0,11.0,42.0,2018.0,10.0,17,17.0,26.0
28.0,24.0,7.0,14.0,0.0,48.0,0.0,10.0,10.0,42.0,2018.0,10.0,17,18.0,26.0
28.0,24.0,7.0,14.0,0.0,48.0,0.0,10.0,9.0,42.0,2018.0,10.0,17,19.0,26.0
28.0,24.0,7.0,14.0,0.0,47.0,0.0,10.0,7.0,42.0,2018.0,10.0,17,20.0,26.0
28.0,24.0,7.0,14.0,0.0,46.0,0.0,10.0,5.0,42.0,2018.0,10.0,17,21.0,27.0
28.0,24.0,7.0,14.0,0.0,48.0,0.0,10.0,4.0,42.0,2018.0,10.0,17,22.0,26.0
28.0,24.0,7.0,15.0,0.0,49.0,0.0,10.0,3.0,42.0,2018.0,10.0,17,23.0,26.0
30.0,24.0,7.0,15.0,0.0,50.0,0.0,10.0,1.0,42.0,2018.0,10.0,18,0.0,26.0
30.0,24.0,7.0,14.0,0.0,48.0,0.0,10.0,3.0,42.0,2018.0,10.0,18,1.0,26.0
30.0,24.0,7.0,13.0,0.0,46.0,0.0,10.0,5.0,42.0,2018.0,10.0,18,2.0,25.0
30.0,24.0,7.0,12.0,0.0,45.0,0.0,10.0,7.0,42.0,2018.0,10.0,18,3.0,25.0
30.0,24.0,7.0,12.0,0.0,44.0,0.0,10.0,6.0,42.0,2018.0,10.0,18,4.0,25.0
30.0,24.0,7.0,11.0,0.0,44.0,0.0,10.0,6.0,42.0,2018.0,10.0,18,5.0,24.0
30.0,24.0,7.0,11.0,0.0,43.0,0.0,10.0,5.0,42.0,2018.0,10.0,18,6.0,24.0
30.0,24.0,7.0,11.0,0.0,40.0,0.0,10.0,4.0,42.0,2018.0,10.0,18,7.0,25.0
30.0,24.0,7.0,11.0,0.0,38.0,0.0,10.0,3.0,42.0,2018.0,10.0,18,8.0,27.0
30.0,24.0,7.0,11.0,0.0,35.0,0.0,10.0,3.0,42.0,2018.0,10.0,18,9.0,28.0
30.0,24.0,7.0,10.0,0.0,33.0,0.0,10.0,5.0,42.0,2018.0,10.0,18,10.0,29.0
30.0,24.0,7.0,10.0,0.0,30.0,0.0,10.0,8.0,42.0,2018.0,10.0,18,11.0,29.0
30.0,24.0,7.0,9.0,0.0,28.0,0.0,10.0,10.0,42.0,2018.0,10.0,18,12.0,30.0
30.0,24.0,7.0,9.0,0.0,29.0,0.0,10.0,12.0,42.0,2018.0,10.0,18,13.0,29.0
30.0,24.0,7.0,10.0,0.0,31.0,0.0,10.0,14.0,42.0,2018.0,10.0,18,14.0,29.0
30.0,24.0,7.0,10.0,0.0,33.0,0.0,10.0,15.0,42.0,2018.0,10.0,18,15.0,28.0
30.0,24.0,7.0,12.0,0.0,37.0,0.0,10.0,14.0,42.0,2018.0,10.0,18,16.0,28.0
30.0,24.0,7.0,13.0,0.0,42.0,0.0,10.0,12.0,42.0,2018.0,10.0,18,17.0,27.0
30.0,24.0,7.0,14.0,0.0,46.0,0.0,10.0,11.0,42.0,2018.0,10.0,18,18.0,27.0
30.0,24.0,7.0,14.0,0.0,46.0,0.0,10.0,10.0,42.0,2018.0,10.0,18,19.0,27.0
30.0,24.0,7.0,14.0,0.0,45.0,0.0,10.0,8.0,42.0,2018.0,10.0,18,20.0,27.0
30.0,24.0,7.0,14.0,0.0,45.0,0.0,10.0,7.0,42.0,2018.0,10.0,18,21.0,27.0
30.0,24.0,7.0,14.0,0.0,43.0,0.0,10.0,7.0,42.0,2018.0,10.0,18,22.0,27.0
30.0,24.0,7.0,13.0,0.0,42.0,0.0,10.0,7.0,42.0,2018.0,10.0,18,23.0,27.0
33.0,26.0,7.0,12.0,0.0,40.0,0.0,10.0,6.0,42.0,2018.0,10.0,19,0.0,27.0
33.0,26.0,7.0,11.0,0.0,38.0,0.0,10.0,9.0,42.0,2018.0,10.0,19,1.0,27.0
33.0,26.0,7.0,10.0,0.0,36.0,0.0,10.0,11.0,42.0,2018.0,10.0,19,2.0,26.0
33.0,26.0,7.0,9.0,0.0,34.0,0.0,10.0,13.0,42.0,2018.0,10.0,19,3.0,26.0
33.0,26.0,7.0,9.0,0.0,35.0,0.0,10.0,11.0,42.0,2018.0,10.0,19,4.0,26.0
33.0,26.0,7.0,9.0,0.0,35.0,0.0,10.0,9.0,42.0,2018.0,10.0,19,5.0,26.0
33.0,26.0,7.0,9.0,0.0,36.0,0.0,10.0,7.0,42.0,2018.0,10.0,19,6.0,26.0
33.0,26.0,7.0,10.0,0.0,35.0,0.0,10.0,6.0,42.0,2018.0,10.0,19,7.0,27.0
33.0,26.0,7.0,11.0,0.0,34.0,0.0,10.0,5.0,42.0,2018.0,10.0,19,8.0,28.0
33.0,26.0,7.0,12.0,0.0,33.0,0.0,10.0,4.0,42.0,2018.0,10.0,19,9.0,30.0
33.0,26.0,7.0,12.0,0.0,31.0,0.0,10.0,3.0,42.0,2018.0,10.0,19,10.0,31.0
33.0,26.0,7.0,11.0,0.0,29.0,0.0,10.0,3.0,42.0,2018.0,10.0,19,11.0,32.0
33.0,26.0,7.0,11.0,0.0,26.0,0.0,10.0,3.0,42.0,2018.0,10.0,19,12.0,33.0
33.0,26.0,7.0,11.0,0.0,27.0,0.0,10.0,6.0,42.0,2018.0,10.0,19,13.0,33.0
33.0,26.0,7.0,11.0,0.0,28.0,0.0,10.0,8.0,42.0,2018.0,10.0,19,14.0,32.0
33.0,26.0,7.0,11.0,0.0,29.0,0.0,10.0,11.0,42.0,2018.0,10.0,19,15.0,32.0
33.0,26.0,7.0,13.0,0.0,33.0,0.0,10.0,10.0,42.0,2018.0,10.0,19,16.0,31.0
33.0,26.0,7.0,14.0,0.0,38.0,0.0,10.0,9.0,42.0,2018.0,10.0,19,17.0,30.0
33.0,26.0,7.0,15.0,0.0,42.0,0.0,10.0,8.0,42.0,2018.0,10.0,19,18.0,29.0
33.0,26.0,7.0,15.0,0.0,42.0,0.0,10.0,7.0,42.0,2018.0,10.0,19,19.0,29.0
33.0,26.0,7.0,15.0,0.0,42.0,0.0,10.0,7.0,42.0,2018.0,10.0,19,20.0,29.0
33.0,26.0,7.0,14.0,0.0,42.0,0.0,10.0,6.0,42.0,2018.0,10.0,19,21.0,29.0
33.0,26.0,7.0,14.0,0.0,40.0,0.0,10.0,6.0,42.0,2018.0,10.0,19,22.0,28.0
33.0,26.0,7.0,13.0,0.0,38.0,0.0,10.0,6.0,42.0,2018.0,10.0,19,23.0,28.0
31.0,25.0,7.0,12.0,0.0,37.0,0.0,10.0,6.0,42.0,2018.0,10.0,20,0.0,28.0
31.0,25.0,7.0,11.0,0.0,36.0,0.0,10.0,6.0,42.0,2018.0,10.0,20,1.0,27.0
